"","X.2","ExperimentID","Subcondition","Dep.measure","X.1","Paper.ID","row","exclude","Entered..by","Authors","Year","Experiment.name","N.subjects","num.data.1","num.data.2","N.unique.items","N.items.per.subj","num.data.items.1","num.data.items.2","Population","L1L1..L2L1..L1L2..L2L2","Auditory.prime","Target.task","Participant.produces.or.repeats.prime","Construction.type","Language","Lexical.boost.","Confederate.dialogue.","Lag","Quoted.text.from.original.paper.indicating.prediction.of.interest","Study.design","Dep.primed","participant.se..dep.primed.","Alt.primed","participant.se..alt.primed.","Simple.effect","se.on.diff","Other.pct","beta.from.lmer","std.error.on.beta","Dep.Omnibus.mean","Alt.Omnibus.mean","ANOVA.F1","ANOVA.F2","Baseline","participant.se..baseline.","Notes","X","p.repeats.prime","ID","StudyID","YearNum","L1","Other.pct.new","Alt.primed.new","Dep.primed.new"
"338",338,"52/Hartsuiker/1998b/Experiment 1/A vs P2, 0 lag/transitive","A vs P2, 0 lag","P2",410,52,399,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"transitive","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.190812720848057,"",0.146853146853147,"",0.012,"",0.7155,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/A vs P2, 0 lag/P2","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.7155,0.146853146853147,0.190812720848057
"339",339,"52/Hartsuiker/1998b/Experiment 1/A vs P2, 1000 lag/transitive","A vs P2, 1000 lag","A",417,52,406,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"transitive","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.738666666666667,"",0.631313131313131,"",0.027,"",0.6145,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/A vs P2, 1000 lag/A","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.6145,0.631313131313131,0.738666666666667
"340",340,"52/Hartsuiker/1998b/Experiment 1/A vs P2, 1000 lag/transitive","A vs P2, 1000 lag","P2",411,52,400,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"transitive","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.368686868686869,"",0.261333333333333,"",0.048,"",0.6145,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/A vs P2, 1000 lag/P2","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.6145,0.261333333333333,0.368686868686869
"341",341,"52/Hartsuiker/1998b/Experiment 1/MM vs DO, 0 lag/dative","MM vs DO, 0 lag","DO",399,52,388,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","21&21",21,21,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.838323353293413,"",0.765676567656766,"",0.048,"",0.6815,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/MM vs DO, 0 lag/DO","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.6815,0.765676567656766,0.838323353293413
"342",342,"52/Hartsuiker/1998b/Experiment 1/MM vs DO, 0 lag/dative","MM vs DO, 0 lag","MM",398,52,387,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","21&21",21,21,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.234323432343234,"",0.161676646706587,"",0.017,"",0.6815,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/MM vs DO, 0 lag/MM","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.6815,0.161676646706587,0.234323432343234
"343",343,"52/Hartsuiker/1998b/Experiment 1/MM vs DO, 1000 lag/dative","MM vs DO, 1000 lag","DO",403,52,392,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","21&21",21,21,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.900826446280992,"",0.726072607260726,"",0.107,"",0.667,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/MM vs DO, 1000 lag/DO","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.667,0.726072607260726,0.900826446280992
"344",344,"52/Hartsuiker/1998b/Experiment 1/MM vs DO, 1000 lag/dative","MM vs DO, 1000 lag","MM",400,52,389,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","21&21",21,21,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.273927392739274,"",0.0991735537190083,"",0.047,"",0.667,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/MM vs DO, 1000 lag/MM","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.667,0.0991735537190083,0.273927392739274
"345",345,"52/Hartsuiker/1998b/Experiment 1/MM vs PO, 0 lag/dative","MM vs PO, 0 lag","MM",401,52,390,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","21&21",21,21,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.213213213213213,"",0.132231404958678,"",0.023,"",0.652,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/MM vs PO, 0 lag/MM","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.652,0.132231404958678,0.213213213213213
"346",346,"52/Hartsuiker/1998b/Experiment 1/MM vs PO, 0 lag/dative","MM vs PO, 0 lag","PO",404,52,393,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","21&21",21,21,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.867768595041322,"",0.786786786786787,"",0.053,"",0.652,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/MM vs PO, 0 lag/PO","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.652,0.786786786786787,0.867768595041322
"347",347,"52/Hartsuiker/1998b/Experiment 1/MM vs PO, 1000 lag/dative","MM vs PO, 1000 lag","MM",402,52,391,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","21&21",21,21,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.18609865470852,"",0.0575539568345324,"",0.059,"",0.5685,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/MM vs PO, 1000 lag/MM","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.5685,0.0575539568345324,0.18609865470852
"348",348,"52/Hartsuiker/1998b/Experiment 1/MM vs PO, 1000 lag/dative","MM vs PO, 1000 lag","PO",405,52,394,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","21&21",21,21,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.942446043165468,"",0.81390134529148,"",0.03,"",0.5685,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/MM vs PO, 1000 lag/PO","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.5685,0.81390134529148,0.942446043165468
"349",349,"52/Hartsuiker/1998b/Experiment 1/P1 vs P2, 0 lag/transitive","P1 vs P2, 0 lag","P1",414,52,403,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"transitive","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.603485838779956,"",0.396514161220044,"",0.095,"",0.541,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/P1 vs P2, 0 lag/P1","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.541,0.396514161220044,0.603485838779956
"350",350,"52/Hartsuiker/1998b/Experiment 1/P1 vs P2, 0 lag/transitive","P1 vs P2, 0 lag","P2",408,52,397,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"transitive","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.603485838779956,"",0.396514161220044,"",0.095,"",0.541,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/P1 vs P2, 0 lag/P2","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.541,0.396514161220044,0.603485838779956
"351",351,"52/Hartsuiker/1998b/Experiment 1/P1 vs P2, 1000 lag/transitive","P1 vs P2, 1000 lag","P1",415,52,404,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"transitive","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.563549160671463,"",0.436450839328537,"",0.053,"",0.583,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/P1 vs P2, 1000 lag/P1","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.583,0.436450839328537,0.563549160671463
"352",352,"52/Hartsuiker/1998b/Experiment 1/P1 vs P2, 1000 lag/transitive","P1 vs P2, 1000 lag","P2",409,52,398,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"transitive","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.563549160671463,"",0.436450839328537,"",0.053,"",0.583,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/P1 vs P2, 1000 lag/P2","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.583,0.436450839328537,0.563549160671463
"353",353,"52/Hartsuiker/1998b/Experiment 1/PO vs DO, 0 lag/dative","PO vs DO, 0 lag","DO",394,52,383,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","21&21",21,21,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.528301886792453,"",0.430379746835443,"",0.042,"",0.4585,NA,NA,NA,NA,"","",NA,"","did not include alternate dependent measures to save space","",1,"Hartsuiker/1998b/Experiment 1/PO vs DO, 0 lag/DO","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.4585,0.430379746835443,0.528301886792453
"354",354,"52/Hartsuiker/1998b/Experiment 1/PO vs DO, 0 lag/dative","PO vs DO, 0 lag","PO",395,52,384,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","21&21",21,21,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.569620253164557,"",0.471698113207547,"",0.065,"",0.4585,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/PO vs DO, 0 lag/PO","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.4585,0.471698113207547,0.569620253164557
"355",355,"52/Hartsuiker/1998b/Experiment 1/PO vs DO, 1000 lag/dative","PO vs DO, 1000 lag","DO",396,52,385,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","21&21",21,21,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.509345794392523,"",0.416047548291233,"",0.047,"",0.3425,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/PO vs DO, 1000 lag/DO","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.3425,0.416047548291233,0.509345794392523
"356",356,"52/Hartsuiker/1998b/Experiment 1/PO vs DO, 1000 lag/dative","PO vs DO, 1000 lag","PO",397,52,386,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 1","21&21",21,21,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime) x lag (0ms/1000ms)",0.583952451708767,"",0.490654205607477,"",0.078,"",0.3425,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 1/PO vs DO, 1000 lag/PO","52/Hartsuiker/1998b/Experiment 1",-2,"L1L1",0.3425,0.490654205607477,0.583952451708767
"357",357,"52/Hartsuiker/1998b/Experiment 2/DO vs MM/dative","DO vs MM","DO",424,52,413,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 2","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime)",0.918918918918919,"",0.835616438356164,"",0.035,"",0.6325,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 2/DO vs MM/DO","52/Hartsuiker/1998b/Experiment 2",-2,"L1L1",0.6325,0.835616438356164,0.918918918918919
"358",358,"52/Hartsuiker/1998b/Experiment 2/DO vs MM/dative","DO vs MM","MM",425,52,414,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 2","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime)",0.164383561643836,"",0.0810810810810811,"",0.03,"",0.6325,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 2/DO vs MM/MM","52/Hartsuiker/1998b/Experiment 2",-2,"L1L1",0.6325,0.0810810810810811,0.164383561643836
"359",359,"52/Hartsuiker/1998b/Experiment 2/PO vs DO/dative","PO vs DO","DO",421,52,410,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 2","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime)",0.566666666666667,"",0.424242424242424,"",0.06,"",0.37,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 2/PO vs DO/DO","52/Hartsuiker/1998b/Experiment 2",-2,"L1L1",0.37,0.424242424242424,0.566666666666667
"360",360,"52/Hartsuiker/1998b/Experiment 2/PO vs DO/dative","PO vs DO","PO",420,52,409,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 2","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime)",0.575757575757576,"",0.433333333333333,"",0.12,"",0.37,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 2/PO vs DO/PO","52/Hartsuiker/1998b/Experiment 2",-2,"L1L1",0.37,0.433333333333333,0.575757575757576
"361",361,"52/Hartsuiker/1998b/Experiment 2/PO vs MM/dative","PO vs MM","MM",423,52,412,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 2","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime)",0.166666666666667,"",0.0256410256410256,"",0.05,"",0.625,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 2/PO vs MM/MM","52/Hartsuiker/1998b/Experiment 2",-2,"L1L1",0.625,0.0256410256410256,0.166666666666667
"362",362,"52/Hartsuiker/1998b/Experiment 2/PO vs MM/dative","PO vs MM","PO",422,52,411,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 2","42&42",42,42,"24","8&8",8,8,"Nijmegen students","L1L1","read aloud","PD",1,"dative","Dutch","no","no","0","","3 (prime)",0.974358974358974,"",0.833333333333333,"",0.08,"",0.625,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 2/PO vs MM/PO","52/Hartsuiker/1998b/Experiment 2",-2,"L1L1",0.625,0.833333333333333,0.974358974358974
"363",363,"52/Hartsuiker/1998b/Experiment 2/transitive, 1000 lag/transitive","transitive, 1000 lag","A",419,52,408,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 2","42&42",42,42,"24","12&12",12,12,"Nijmegen students","L1L1","read aloud","PD",1,"transitive","Dutch","no","no","0","","2 (prime)",0.410526315789474,".",0.480769230769231,"",-0.055,"",0.5025,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 2/transitive, 1000 lag/A","52/Hartsuiker/1998b/Experiment 2",-2,"L1L1",0.5025,0.480769230769231,0.410526315789474
"364",364,"52/Hartsuiker/1998b/Experiment 2/transitive, 1000 lag/transitive","transitive, 1000 lag","P",418,52,407,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 2","42&42",42,42,"24","12&12",12,12,"Nijmegen students","L1L1","read aloud","PD",1,"transitive","Dutch","no","no","0","","2 (prime)",0.519230769230769,"",0.589473684210526,"",-0.01,"",0.5025,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 2/transitive, 1000 lag/P","52/Hartsuiker/1998b/Experiment 2",-2,"L1L1",0.5025,0.589473684210526,0.519230769230769
"365",365,"52/Hartsuiker/1998b/Experiment 3//dative","","DO",426,52,415,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 3","84&84",84,84,"8","4&4",4,4,"Nijmegen students","L1L1","1","PD",1,"dative","Dutch","no","no","0","","2 (prime)",0.483306836248013,"",0.373846153846154,"",0.061,"",0.3605,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 3//DO","52/Hartsuiker/1998b/Experiment 3",-2,"L1L1",0.3605,0.373846153846154,0.483306836248013
"366",366,"52/Hartsuiker/1998b/Experiment 3//dative","","PO",427,52,416,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 3","84&84",84,84,"8","4&4",4,4,"Nijmegen students","L1L1","1","PD",1,"dative","Dutch","no","no","0","","2 (prime)",0.626153846153846,"",0.516693163751987,"",0.082,"",0.3605,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 3//PO","52/Hartsuiker/1998b/Experiment 3",-2,"L1L1",0.3605,0.516693163751987,0.626153846153846
"367",367,"52/Hartsuiker/1998b/Experiment 3//transitive","","A",429,52,418,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 3","84&84",84,84,"8","4&4",4,4,"Nijmegen students","L1L1","1","PD",1,"transitive","Dutch","no","no","0","","2 (prime)",0.561165048543689,"",0.565464895635674,"",-0.009,"",0.479,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 3//A","52/Hartsuiker/1998b/Experiment 3",-2,"L1L1",0.479,0.565464895635674,0.561165048543689
"368",368,"52/Hartsuiker/1998b/Experiment 3//transitive","","P",428,52,417,0,"KM","Hartsuiker R.J., Kolk H.H.J.","1998b","Experiment 3","84&84",84,84,"8","4&4",4,4,"Nijmegen students","L1L1","1","PD",1,"transitive","Dutch","no","no","0","","2 (prime)",0.434535104364326,"",0.438834951456311,"",0.003,"",0.479,NA,NA,NA,NA,"","",NA,"","","",1,"Hartsuiker/1998b/Experiment 3//P","52/Hartsuiker/1998b/Experiment 3",-2,"L1L1",0.479,0.438834951456311,0.434535104364326
"369",369,"53/Kantola L./2011/Experiment 1/English prime/dative","English prime","DO",430,53,419,0,"KM","Kantola L., Van Gompel R.P.G.","2011","Experiment 1","40&40",40,40,"40","10&10",10,10,"Swedish L1, English L2","L2L2","0","WSC",1,"dative","English","no","no","0","p. 280, To determine whether betweenand within-language priming are equally strong, we conducted two structural priming experiments with bilinguals whose L1 was Swedish and L2 was English.","2 (prime) x 2 (English vs. Swedish prime)",0.723529411764706,"0.032",0.606185567010309,"0.034",0.075,"",0.5025,NA,NA,NA,NA,"","",NA,"","","",1,"Kantola L./2011/Experiment 1/English prime/DO","53/Kantola L./2011/Experiment 1",11,"L2L2",0.5025,0.606185567010309,0.723529411764706
"370",370,"53/Kantola L./2011/Experiment 1/English prime/dative","English prime","PO",431,53,420,0,"KM","Kantola L., Van Gompel R.P.G.","2011","Experiment 1","40&40",40,40,"40","10&10",10,10,"Swedish L1, English L2","L2L2","0","WSC",1,"dative","English","no","no","0","p. 280, To determine whether betweenand within-language priming are equally strong, we conducted two structural priming experiments with bilinguals whose L1 was Swedish and L2 was English.","2 (prime) x 2 (English vs. Swedish prime)",0.393814432989691,"0.031",0.276470588235294,"0.026",0.05,"",0.5025,NA,NA,NA,NA,"","",NA,"","","",1,"Kantola L./2011/Experiment 1/English prime/PO","53/Kantola L./2011/Experiment 1",11,"L2L2",0.5025,0.276470588235294,0.393814432989691
"371",371,"53/Kantola L./2011/Experiment 1/Swedish prime/dative","Swedish prime","DO",432,53,421,0,"KM","Kantola L., Van Gompel R.P.G.","2011","Experiment 1","40&40",40,40,"40","10&10",10,10,"Swedish L1, English L2","L1L2","0","WSC",1,"dative","Swedish/English","no","no","0","p. 280, To determine whether betweenand within-language priming are equally strong, we conducted two structural priming experiments with bilinguals whose L1 was Swedish and L2 was English.","2 (prime) x 2 (English vs. Swedish prime)",0.7,"0.032",0.607515657620042,"0.035",0.059,"",0.5105,NA,NA,NA,NA,"","",NA,"","","",1,"Kantola L./2011/Experiment 1/Swedish prime/DO","53/Kantola L./2011/Experiment 1",11,"L1L2",0.5105,0.607515657620042,0.7
"372",372,"53/Kantola L./2011/Experiment 1/Swedish prime/dative","Swedish prime","PO",433,53,422,0,"KM","Kantola L., Van Gompel R.P.G.","2011","Experiment 1","40&40",40,40,"40","10&10",10,10,"Swedish L1, English L2","L1L2","0","WSC",1,"dative","Swedish/English","no","no","0","p. 280, To determine whether betweenand within-language priming are equally strong, we conducted two structural priming experiments with bilinguals whose L1 was Swedish and L2 was English.","2 (prime) x 2 (English vs. Swedish prime)",0.392484342379958,"0.034",0.3,"0.025",0.038,"",0.5105,NA,NA,NA,NA,"","",NA,"","","",1,"Kantola L./2011/Experiment 1/Swedish prime/PO","53/Kantola L./2011/Experiment 1",11,"L1L2",0.5105,0.3,0.392484342379958
